text ,bullying,,,,
من اروع ما شفت,0,,,,
من اروع ما يمكن مشاهدتة في ٢٠٢٠ بجد يعطيكم العافية كتير رائع و كل عام وأنتم بالف خير,0,,,,
من اطيب الاكلات فعلا بعملها كتير وبستخدم الصودا يلي بدون سكر وبحط شويه كركم بالخلطه لان. بتكون عندهم جاي علي اصفر شوي,0,,,,
من افضل شيفات مطبخ رؤيا الشيف ياسمين,0,,,,
من الاخر,0,,,,
"من الأروع الفيديوهات الي ممكن انشوفهاااا 
♥️♥️♥️♥️",0,,,,
من التعليقات فش حدى عاجبه ليش يا هباش,0,,,,
"من التمس رِضا اللهِ بسخَطِ الناسِ ؛ رضِيَ اللهُ عنه ، وأرْضى عنه الناسَ ، ومن التَمس رضا الناسِ بسخَطِ اللهِ ، سخِط اللهُ عليه ، وأسخَط عليه الناسَ",0,,,,
من الخطأ ان نعلق على هذه الكائنات بل يجب ان نعلق على من أعطاهم منبرا  للنباح والعواء,1,,,,
من الله مابحبك يقطع عمرك,1,,,,
من المريخ ههههههههههههه,0,,,,
من امتى انتو الكم كلمه اهل لبحرين خليكم نايمين احسن لانه جايكم الدور يا كلاب,1,,,,
من انت ايها القذر لتدخل انفك في قضية الشرف والرجوله وانت موسوم بالوطيه وسرقة حقوق شعبك ورقصك وهز خصرك ولا نجوى فؤاد في ساحات تل ابيب,1,,,,
من انت لتقييم الاكل ؟,0,,,,
من انت يا خنجعة,1,,,,
من انت يااااااا,0,,,,
من انت؟,0,,,,
من انت؟ من نصبك؟الوحدة الوطنية فقط مع الأبطال وليس مع السحيجة. ولك ذوق على حالك وسكر جالوقك.,1,,,,
من انتم,0,,,,
من انتم !!,0,,,,
من انتم ؟,0,,,,
من انتم يا خون,1,,,,
"من اهم مسببات ارتفاع ضغط الدم 
الهباش",0,,,,
من اول قولي برجر مثلنا لوي حرق (ر) بتغيرر معقول هاذ الأتكيت,0,,,,
من اولها بين بختك,0,,,,
من اي حاوية زباله ناكشا,1,,,,
من اي سطبل تخرج هذا الحمار خرس ان انكر الصواط صوط الحمير,1,,,,
من اي كوكب سقط هذا المخلوق الفضائي,1,,,,
من اي كوكب هذا جايي؟؟يضب حاله ويسكت احسن الو ..ما يعمل حاله انه الحريص على الوطن ..ذاب الثلج وبين المرج .,0,,,,
من اي مزبله تلعت,1,,,,
من اي مزبله جاي هاد,1,,,,
من اي مزبله طلع هاد,1,,,,
"من اي مسجد بدهم يطردوك اليوم ، شكلهم مش تافين في صباحك لسا .",1,,,,
"من ايمتى منرد على نسوان 
لا خيرَ في قومً حكمتهوا امرأه",1,,,,
من اين عادوه خرج لنا هذا الزباله تفو على ذالوجه ياكلب هذا الخلف احد المطبعين والمنبطحين والراغبين في تدمير حماس والقضية الفلسطينيه قلعك الله ياجزمه,1,,,,
من أتباع آل سلول,1,,,,
من أحلى الفيديو الي حضرتها اليوم .. اشي بحرك المشاعر وبمس القلب من جواااا ... يعطيكم العافيه والله يحماهم لأهليهم الأطفال الحلوووين,0,,,,
من أروع واشطر الشيفات سبقت زميلاتها بكل شيء شطارة تروي بال طويل متواضعة وأهم طباخة ماهرة شكرا رؤيا,0,,,,
من أنت. إنصرف,1,,,,
"من باب أولى أن لا نناقش (مختل عقليا) وجاهل، لكن استثناءً لو أردنا مناقشتك لاكتفينا بسؤال واحد هو أنه، ألا تظن يا أبا جهل أن تصريحك هذا هو الانقسام بحد ذاته؟؟؟",1,,,,
من بعد شو عم تخبو راس الولد مشفنا و خلصنا,0,,,,
من بعد هالقول فش قول,0,,,,
من بعدك لاحدا يميش,0,,,,
من بعدك ماحدا يغني,0,,,,
من حسنات الهباش أننا حين نراه نستغفر الله,0,,,,
"من حقك أن تكون حـماراً.. و لكن ليس من حقـك أن ترفس الآخرين..

ٱلَمِےـنٌےـتُےـقَےـمِےـهےـِ",1,,,,
من خرا لاخرى,1,,,,
"من رضع ثدي الذل دهراً
رأى في الحرية خراباً وشراً
(عرب متصهينين)",1,,,,
من زمان الي بستحو ماتو,0,,,,
"من سريري هذا أتقدم بكل عبارات الشتم والسب ، التي تحملها القواميس والمعاجم ، وبكل لغات ولهجات العالم عبر العصور القديمة والوسطى والحديثة قبل وبعد الميلاد ، وشكراً ونسال الله السلامة ، وحسبي الله ونعم الوكيل ، وإنا لله وإنا إليه راجعون",1,,,,
من شاااااااااااان الله نقطنا بسكوتك,0,,,,
من شان الله تسكت احسن لك لانه شوي ثاني اليهود رح يصيروا عندكم في الدار,0,,,,
"من شكلك ما بتفهم اللي بيصير حواليك، او ممكن ما تفهم اللي فيك!",1,,,,
من شوفتك وحدي خنزيره,1,,,,
"من صوتك امبين شو عرسك 
يا لطيف",0,,,,
من طلعك من سلة القمامه هههههه,1,,,,
من عقلق بتحكي ههه,1,,,,
"من غير حلفان 
وشك وحنكك عامل زي كس الحماره",1,,,,
من غير ما تقلد الهنود هي هندية,0,,,,
من فضلك  اخرسي  لا أحد طالب منك هذا الكلام الفارغ  والوقح  انت من نوع يحب لاستعمار الله ينتقم  منك يارب,1,,,,
من قال لك لتقول هذا يا محمود,0,,,,
من قلبي ضحكت,0,,,,
من قلة الادب ان يضع الشخص يديه في الجيب في هذه الحالة,0,,,,
من كثر ما بشرب تحاميل صار يخرى من ثمو,1,,,,
من كثر مهو المنشور بخزي يفضح عرض القنوات الاخبارية الي بتستضيفك,1,,,,
من كثرة الدعارة في البحرين منذ عقود هذا لا يعرف من اباه,1,,,,
من كل قلبي نن كل قلبي سنحكم,1,,,,
من مبارح   اتصور  معه  الله يلعنهم,1,,,,
من نومين حطج تحجي وتعطي رايج يعني بحجي معك لهجتي  الي بفتخر فيها لهجة الفلسطنيه,0,,,,
من هاظ يعني!!!!,0,,,,
من هذا  صعلوك ابن خيبان,1,,,,
"من هذا الكائن ،",0,,,,
من هذا الكلب؟!,1,,,,
من هذا المتحدث ؟؟ ولا حو ولا قوة إلا بالله العلي العظم,0,,,,
من هذا وكانه جاء من كوكب الناءمين من الاحسن لو سكت فكلامه في سلة المهملات,1,,,,
"من هم هؤلاء القوم ؟
انهم من سلالة بنو قحبون",0,,,,
من هنا تأتي الهزيمه,0,,,,
من وجهك صهيوني معفن تفو على شرفك يا نذل يا معفن,1,,,,
من ورا اشكالك صرنا منخاف ولادنا  يفتحو فيس او اي شي الله يلعن اشكالكون ال........,1,,,,
من ورا اشكالكم هاي الناس تنشهر,1,,,,
"من وقت ما حطيت الراوتر بتواليت مشان تقوى الشبكة 
صار يطلعلي كل فيديو اخرا من التاني",1,,,,
من وقت ماحطيت الراوتر بالتواليت مشان تقوى الشبكة صار يطلعي كل فيديو اخرى من التاني,1,,,,
من وين انت يا كلب,1,,,,
من وين بجيبو هالحمير,1,,,,
من وين بجيبوهم هذول كاينين حاكمينا ناس لا دين لهم,1,,,,
من وين جاي هذا,0,,,,
من وين جايب بدلة فطوطة الخضرا,1,,,,
من وين جبتو هل بهيمه,1,,,,
من وين زاقطها,0,,,,
من وين طالع هاظ,1,,,,
من وين طلع هاظ الحمار,1,,,,
من وين طلع هذا,0,,,,
من وين هاد و مع مين,0,,,,
من وين هاض الكلب.....الي بعووووي,1,,,,
من وين هالحثاله جاي من مزابل التاريخ شكلو,1,,,,
‏من وين هاي ‏إجتنا أم شخة,1,,,,
‏من وين هاي ‏إجتنا أم شخة￼,1,,,,
من وين هدول الدواب لعنة الله عليكم,1,,,,
من وين هذا البغل طلع,1,,,,
من وين هذول؟,0,,,,
"من وينتا صار عندكم دولة انت يا ساقط 
ولكم الله يخلصنا منكم يا حثاله الامة انت وكل مين بتشبه فيك 
الى مزابله التاريح انت وحكام العرب",1,,,,
من يأخذ رايكم كمن يأخذ رأي الصهاينة,1,,,,
"من يشاهدنا في عام 2090 أدعو لنا بالرحمة فقد مرت زهرة شبابنا في أسوء الظروف لم نعرف الفرحة قط مع هذه الصدمات والكوارث والكائنات العجيبة ومن سيئ الى أسوء
أحفادي أعلموا أنني أحبكم كثيراً
جدكم عام 2024",0,,,,
"من يشاهدنا في عام 2090 م  أدعو لنا بالرحمه، فقد مرت زهرة شبابنا في أسوء الظروف لم نعرف الفرحه  قط مع هذه الصدمات والكوارث العجيبه ومن سيئ الى الأسوء  
أحفادي اعلموا اننا نحبكم كثيراً 
جدت جدت جدت أجدادكم عام2024 ❤️",0,,,,
من يصلح الملح,0,,,,
من يكون هذا ومن أي جحر خرج,1,,,,
من يمثل الشعب الفلسطيني. هي حماس.  و. الجهاد. الاسلامي فقط,0,,,,
من يومك قول وفعل,0,,,,
من يومك وانت خائن,1,,,,
منافق,1,,,,
منافق كلب ,1,,,,
منافقة,1,,,,
منافقه من لابسها,1,,,,
منافقين,1,,,,
منافقين وكذابين بشحدو على ظهر الشعب المسكين وما بساعدو الناس ولا اشي,1,,,,
منان جيبت الدمعة؟فورآ شو بتتخيل بعقلها لتنزل دمعة بهيدي السرعة,0,,,,
مناهج مدمرة ,1,,,,
"منايك
ولمستقبل مازال جاري",1,,,,
منبطح,1,,,,
منتك كنت بغزه ساكن وكل اسباقياتك خره جاي تحكي هسااا انقسام ومصالحه المصالحه لناس الشريفه بس,1,,,,
منتو ما بتحفظو السر الله يصلحكم,0,,,,
منتو يهود. بني قريضه الله يقرضكو قريب وينتقم منكو,1,,,,
منتي عميل كيف بدو يأخذ برأيك,1,,,,
منحبك ياغالي بس لاتنزل معك ممثله تبعى صالون هدى,0,,,,
"منخبرك، غيرتك ما بتفرق بحياة حدا",1,,,,
"منخلص منك ع الأنستا بتنطي ع الفيس مو حاج بقى؟
لعيتي ألبنا لك يقطع عمرك شو غليظة",1,,,,
منرجع من قلك صلحي سنانك عند نوري مزبوط مبين صقف حلقك,1,,,,
منرفز يع,1,,,,
منشان الله طمنا عنك ههههه,0,,,,
منشان الله طمني عنك وعن ساره,0,,,,
منشانو ل الله,0,,,,
منشانو لله بس بعتلي كلمة كيفك منشانو الله ولو طمني طمني عنك,0,,,,
"منشورك ذكرني بحكمة قالها سيدي الله يرحمو بعرس خالي وقتها كنا قاعدين عند الفرقة الموسيقية
و كان الصوت عالي و ما سمعتو شو حكا",0,,,,
منظر بخري بكل الاحوال,1,,,,
منظر بشهي اكيد لح جربها,0,,,,
منظرق كندره وعميل لعنك الله,1,,,,
منظرك بربري,1,,,,
منظرك شي مقرف عنجد غجرية,1,,,,
منظرك متل لكلب يقطع ه لمنظر,1,,,,
منظره   زي  المصروع,1,,,,
منظمة التحرير الفلسطينية متى كانت تأخذ رأي الشعب الفلسطيني لقد دمرتم الشعب الفلسطيني من سنة 1970 في الأردن وبعدها في لبنان وبعدها في سوريا وأتتممتم الدمار الشامل في فلسطين لقد أوصلتم القضية الفلسطينية إلى هذا الدمار وهذه المؤامرة الحقيرة وكانت البداية أوسلو والنهاية دمار شامل للقضية الفلسطينية,0,,,,
منظمة التحرير ممثلة بالسلطة تنسق مع الأشقاء الغرب والغرب الكافر من اجل تضيق الخناق على قطاع غزة,0,,,,
منظمة التمرير الفلسطيني اخدت رأي الشعب عندما تنازلت عن 78% من مساحة فلسطين التاريخية ؟ عن اي تفرغ لتحديات الاحتلال وانت تنسق وتغتال المقاومين تريد إنهاء الانقسام والتفرغ لتحديات الاحتلال وانت تشرط على الحركة الاعتراف بالاحتلال من أجل إنهاء الانقسام,0,,,,
منظمة الفصع والتشليح اتفو عليه امك لو جابت خنزير  كان عندو شرف اكثر من لحيتك,1,,,,
منظمة تحرير ولا منظمة خيانه مشروعكم معروف لخدمة الاحتلال,0,,,,
منظمه التحرير قامت بتوقيع اتفاقيه اوسلو دون استشاره الشغب الفلسطيني وقامت بتغيير الميثاق دون استشاره الشعب ومفاوضات عبثيه لمده ثلاثون عاما دون الحصول على دويله فاسطيبنيه على اقل من عشرو ن بالميه من مساحه فلسطين وبا حتى اعتراف بالدوله وسقط خلال الثلاثون عاما الاف الشهداء فمن يتحمل المسؤول,0,,,,
منغولية,1,,,,
منغولية 12222%,1,,,,
منك لالله .. حسبي الله ونعم الوكيل فيكم,0,,,,
منك لله,0,,,,
منهل مجاري وفتح فجأة,1,,,,
منو العنزه هاي,1,,,,
منو انتي انا مامون ابن كامل ضبع,0,,,,
"منو اي ارض انته من أرض الحبشة يا هامل 
انا ما بدي اذكر حد غيرك لانك انته الهامل الوحيد بالشعب الفلسطيني وما في غيرك ولا بنذالتك 
احمي باب بيتك اذا فيك ذرت رجولة يا هامل",1,,,,
"منو صار يتفلسف، الحياة مصايب وهموم",1,,,,
منو هذا شو مالو شومالو هذا,0,,,,
منو هيدي منو هيدي,0,,,,
منور الدنيا كلها من مصر,0,,,,
منور الغالي,0,,,,
منور الغربه صعبه ههههه,0,,,,
منور حبيبنا وينك,0,,,,
منور حج,0,,,,
منور دكتور فود لاتطلع علا تعليقات سلبيه ♥♥,0,,,,
منور كتاويتو,0,,,,
منور يا غالي,0,,,,
منور ياعرة,1,,,,
منور ياعمده,0,,,,
منور يانجم,0,,,,
منور يسعد مساكم,0,,,,
منورة ربي يحفظك ويسعدك ويوفقك,0,,,,
منورة وسابع سماى,0,,,,
منوررين يا رجال,0,,,,
منوره بسام,0,,,,
منوره بيسو,0,,,,
منوره ست الكل الله يعطيكي العافيه,0,,,,
منورها,0,,,,
منورين احلا شباب,0,,,,
منورين احلى ثنائي,0,,,,
منورين الحلوين يسلمو بانا,0,,,,
منورين الدنيا كلها اللة يسعدك يارب,0,,,,
منورين الدنيا كلها ياغالي,0,,,,
منورين الزلم,0,,,,
منورين الشباب,0,,,,
منورين الغوالي,0,,,,
منورين الله يحفظكم,0,,,,
منورين حبايبي,0,,,,
منورين غلا الله يسعدكم,0,,,,
منورين و احلى ضحكة,0,,,,
منورين والله,0,,,,
منورين والله العظيم منورين,0,,,,
منورين يسعد مساك,0,,,,
منورين يسعد مساكن,0,,,,
منورين يسعدكم مسا الخير,0,,,,
منوهاظ,0,,,,
منوورين,0,,,,
"منووور بسام الحلوو ❣❣
أطيب واطهر قلوب في دنياا",0,,,,
منوووره فندق روتانا,0,,,,
منوين  تطلع هيك زباله,1,,,,
"مني عارف لليش بتبهدلوا في حالكم، سرتو مسخره للناس، اقل اشي انخم وتخليش الناس اتظل تضحك عليك وعلى السلطة.",1,,,,
منيجي ننبسط ليش لا,0,,,,
منيح  انك حالقه شواربك,1,,,,
منيح الله جمع ووفق التنين فاصلين,1,,,,
منيح خبرتنا ...,0,,,,
منيح طنجرة ولقت غطاها,1,,,,
منيح كتير من منبري هذا بحكيلك انت ما دخلك خليهم يدبحو بعض الشعب انت ما الك علاقه لانه انت بالعراقي بواق وبالفصحى منافق ف انقلع,1,,,,
"منيح ما اخذو رايكم 
الحمد لله",0,,,,
منيح يلي الكره الارضيه لسا عم دور فينا,0,,,,
منيحة ... يا ابو الشنانير,0,,,,
منيحه,0,,,,
منيحين لبعض,0,,,,
منيك بن منيوك......ه,1,,,,
منيك شيخ شو,1,,,,
منيك طوط,1,,,,
منين جابو هاذا صكه ريته سكت يدور البلاده بلاوي لان القضية الفلسطينيه خط احمر,0,,,,
منين جايبينه؟,0,,,,
منين لامين سنانكن,1,,,,
منين هالزبالة,1,,,,
منين هالنوري هاي,1,,,,
مهتمين بالرهائن بس والآسرى الفلسطينين إيش وضعهم والا ملهمش حق عندكم,0,,,,
مهدة,1,,,,
مهذب,0,,,,
مهرج,0,,,,
مهزله,1,,,,
مهسترين شو يعني,1,,,,
مهضومة,0,,,,
مهضومة ام احمد,0,,,,
مهضومة بيلبقلك,0,,,,
مهضومة كتير,0,,,,
مهضومة كتيررررر,0,,,,
مهضومة هالام احمد الله يسعدها,0,,,,
مهضومة وخفيفة دم ياأم أحمد,0,,,,
مهضومة ونغشة بس لاعاد تغني علي الديك بيغني احسن منك,0,,,,
مهضومه,0,,,,
مهضومه باميلا,0,,,,
مهضومه♥️,0,,,,
مهضومين. جدااا. كتير حلوين مع بعض,0,,,,
مهضوووم ربي يسعدك,0,,,,
"مهل عليك 
روح كمل نومتك احسنلك",0,,,,
"مهما اجتهدت، ما رح تلاقي حدا بيعطيك قيمة",1,,,,
مهما انتقدوك لا تحزن. فأنا احبك كثيرا ..ههههههه,0,,,,
"مهما تحاول، انت محكوم عليك بالفشل",1,,,,
"مهما حاولت تظهر افضل صورة، ما في حدا بيشوفك كويس",1,,,,
"مهما حاولت تقنعنا بوجودك، رح نظل نشك فيه",1,,,,
"مهما حاولت ما رح تلاقي نجاح، توقف",1,,,,
"مهما حاولت، الفرصة مش حتجيك",1,,,,
"مهما حاولت، الناس ما بتعطيك فرصة",1,,,,
"مهما حاولت، انت دائما مظلوم شكلك مكتوبلك هيك",1,,,,
"مهما حاولت، حياتك رح تضل زي ما هي، بايظة",1,,,,
"مهما حاولت، ما بتقدر تحجز مكانك في النجاح",1,,,,
"مهما حاولت، ما رح تجيب فلوس ولا سعادة",1,,,,
"مهما حاولت، ما رح تحقق اي نجاح فاهم؟",1,,,,
"مهما حاولت، ما رح تخلص من الحظ السيء",1,,,,
"مهما حاولت، ما رح تشوف شمس النجاح، لو ما كنت نايم",1,,,,
"مهما حاولت، ما رح تعيش حياة مليئة بالنجاح",1,,,,
"مهما حاولت، ما رح تلاقي حدا بيشجعك على هالتخلف",1,,,,
"مهما حاولت، ما رح توصل لاي نتيجة حاول وانسى",1,,,,
"مهما حاولت، ما رح توصل لشيء، خليك واقعي",1,,,,
"مهما حاولت، ما فيك تغير شيء في حياتك الفاشلة",1,,,,
"مهما عملت، حتى الفلوس ما رح تحبك",1,,,,
"مهما كانت التحديات، انت النوع اللي بيخسر حتى بالالعاب",1,,,,
"مهما كانت الصعوبات، في طريقة لتجاوزها",1,,,,
"مهما كانت الظروف، دايما في فرصة للتحسن",1,,,,
"مهما كانت جهودك، الواقع ما رح يتغير",1,,,,
مهما يقولوا عنك والله بحبك يا جدع ,0,,,,
مهند الخطيب ههههههه لما سبت العرس وصرنا نعد ٣٠ القرش,0,,,,
"مهو ابو مازن حكا اكتر من هيك وموقف السلطه زباله
ليه بتلومو الامارات يعني",0,,,,
"مهو المشكلة من العصافير المهاجرة،،",0,,,,
مهو امبين من لغاليغك,1,,,,
مهو إنت أدرى واحد فيهم بما إنك كنت من قيادات الحركة قديما ... و ما شاء الله عنك نموذج منهم,0,,,,
مهو بصراحه خافو,0,,,,
مهو بقو يقولو عنهم حتى حزب التحرير وغيره خون,0,,,,
مهو شكلك انت وجماعتك معكم مصاري بتوكلهاش النيران,1,,,,
مهو شكلكم بيوحي انكم كلاب مصاري,1,,,,
مهو لو حكولكو بدهم يعملو كان بلغتو عنهم ع سريع منتو ذنب لهم,1,,,,
مهو لو خبروك  لما كان ٧ اكتوبر   اليوم الجمعه استغفرالله العظيم,0,,,,
"مهو لو خبروكم رح تحكوا لليهود يا فتحيه ، عارفين لقلقة النسوان تاعتكم",1,,,,
مهو لو خبروكم عن الموعد كان خبرتو اصحابكم ..ما بتتامنو على سر يا مفضوحين,1,,,,
مهو ولاد زايد ظل إسرائيل بالمنطقة,1,,,,
مهو يا عبد الصهاينة شارينك انت و جماعتك بكم ريال,1,,,,
"مهو يزلمة انتو سبب الانقلاب  مش حد تاني
ولما بعتو فلسطين  شاورتو شعب 
ولما نسقتو  معهم. وبعتو ولاد بلدكم. شاورتو شعب",0,,,,
"مهوه المشكله حتى الاجانب ما بلفضوها هيك 
فاهمه الموضوع غلط يختي 
بلاش امنشنهم يقعدو يضحكو عليكي",1,,,,
مهوي ابن زانيه ,1,,,,
مهي الحركه جاي من الهند,0,,,,
"مهي كل حياتها برا بفرنسا وكندا
منيح منها انها بتحكي عربي اصلا",0,,,,
مهي لو حكتلك يا جاسوس كان كلهم معلقين عالمشانق يا خاين,1,,,,
مهيوب,0,,,,
مہعہشہؤقہهہ حہمہزهہ ام عون الشطي Wâláá Alśhbøül,0,,,,
مو بحرجها فعليا احنا المشاهدين بنعمل زيها وبنقلدها بس بنحبها ❤️,0,,,,
مو تطلقو,0,,,,
مو حلوة,0,,,,
مو حلوة منك,0,,,,
"مو حلوة هالبنت منوب 
في بنات احلا منها بكتير 
بيستاهلو ينشهرو",0,,,,
مو طبيعي,0,,,,
"مو طبيعي اختيارك للناس اللي تتصور معهم 
حثالة المجتمع",1,,,,
مو طبيعي الجمال,0,,,,
مو طبيعي شو انكم غلظا.,1,,,,
مو طبيعي شو بيشهي الواحد الاكل  William Dahdal,0,,,,
مو عارفة تحكى,1,,,,
مو عرايس ابدا,0,,,,
مو على اساس من يومين خانها مع وحده ب ٥٠ دولار. وقالت بيطلقو,0,,,,
مو غريبة هي هندية,0,,,,
مو فلسطيني شوفو لهجته ,0,,,,
مو كل العرب اعراسهم هيك هنا 3 دول الي هيك اعراسهم سوريا فلسطين الاردن,0,,,,
مو كل لعرب بس ناس معينن,0,,,,
مو لا بقلك تقلدي الهنود دمك تقيل وتافها,1,,,,
مو لابقلك ولا نجحان معك وغليظة بكل حالاتك,1,,,,
مو لهل درجة فيها رفع سيقان,1,,,,
مو معقول,0,,,,
مو معقول انك ما فيك تعيش بسعادة,1,,,,
مو ناجح معك ابدددددا,0,,,,
مو ناقصك غير هيك لتعبري عن تقل دمك اكتر,1,,,,
مو نفصلتو لو شنو,0,,,,
مواهب تستحق الدفن,1,,,,
"موت بغيظك انت وامثالك
المعادله واضحه حماس الممثل لشعب مجاهد
امثلكم علي مزابل غزه الي هيه انضف منكم",1,,,,
موت ضحك,0,,,,
"موت واعرف انت مين عينك لحتى تقيم الاكل 
لا وبتاكول كل صحن واخر شي ما بيعجبك طيب طبخ انت بلبيت",1,,,,
موتتنى هههههههههههههه,0,,,,
موتتني ضحك هههههههه,0,,,,
موتنن من الضحك والله كلامك جذاب,0,,,,
موتني ضحك,0,,,,
موجه ولاحت,0,,,,
موديلك متل موديل قفا الخاروف المجعلك,1,,,,
موس الحلاقين زمان كل ما بلد كان الحلاق يتفل علي اطلعت مثل زي موس المزين ما بمشي إلا بتفله,0,,,,
موسم الفقوس بلش في دير بلوط,0,,,,
موسم ضعيف جدا,0,,,,
موشي,0,,,,
موضوعية و ثقة بالنفس...,0,,,,
موطبيعي هل زلمة,0,,,,
"موعظة الجمعه : 
على كل انسان تهمه مصلحة فلسطين ان يُنهي الانقسام ، قبل ان يُنهينا الانقسام .
طبعا انت من جماعة فرق تسد",1,,,,
موفقين,0,,,,
موقف متأخر لكن شجاع ستكتب لك هذه المواقف في تاريخك حافض على سجلك فقد تحتاج لها يوما,0,,,,
موقف محرج,0,,,,
"موقف محرج ، كان واجب عليه ينصحه على انفراد.",0,,,,
موقف محرج الي الاثنين...,0,,,,
موهوبة,0,,,,
موووو طبيعي شووو بحبك,0,,,,
مؤامرات وخيانه من زمرة المقاطعه كلاب,1,,,,
مؤسف انهم هدول الا.نذ.ال بمثلونا وبتحدثوا بإسمنا.,1,,,,
"مي السلع أنا بدي اعملها شو رأيك يا مرتي ، بس بدي دعم لوجستي",0,,,,
ميت اهلا وسهلا,0,,,,
ميساء الصادق,0,,,,
ميل ابحمد ميل,0,,,,
ميل ابو احمد,0,,,,
ميله برغر بقرف من هيك تصنع واحنا مو قده بحب افهمك,1,,,,
ميلو لعنا,0,,,,
ميلوووو ول ميييل كرمال الله,0,,,,
مين  بحكي,0,,,,
مين  هم القبايل الي بحكو معو لقاء,0,,,,
"مين ابوه هذا
بيعرفه يا ترا ولا مثل غيره الكثيرين",1,,,,
مين الأخت تشيل لحجاب شكلها صهيونيه,1,,,,
مين الشب  ؟,0,,,,
مين الشب جديد,0,,,,
مين الشيخ سابقا والاخ حاليا وان غدا لناظره رفيق اهلين,0,,,,
مين العبيطة؟,1,,,,
مين الكلب وين كاين ظيع,1,,,,
مين الكهربجي الي معك,0,,,,
مين اللي اعتدى على الأرض والعرض الشعب الفلسطيني  اما بني صهيون  هيك بلا نضر او بلا ضمير يا عربي لعين حسبيا الله ونعمة الوكيل  عليك وعلى من ولاك يا حقير,0,,,,
مين النضوة,1,,,,
"مين الي بحكي؟ 
منظمة التحرير مين استشارت في الستينات
من بعدها تم احتلال الضفة وغزة كاملة، والشعب صرخ لعيون المنظمة
والشعب الفلسطيني لساته هو هو
رح يضل يحكي لعيون المقاومة بكل اشكالها",0,,,,
مين انت تحكي عن حركة اشرف منك,1,,,,
مين انت لتقيم مو اكلك الي تعملو بتقرف ..زائد انك ماخليت شي بالعلب وما اكلتن ما أقرفك,1,,,,
"مين انت لتقيم يا صرمايه
ما في اغلظ واقرف منك بالحياة",1,,,,
مين انت لتنوب عن الشعب الفلسطيني الله يوخذك اخذ عزيز مقتدر,1,,,,
مين انت لحتى الحركه تاخد رأيك انت خليك للعماله لابقه عليك,1,,,,
مين انت وايش بتشتغل ومين الي مفوضك تحكي على لسان الشعب اخرس يا ابن الصهيونيه,0,,,,
مين انت يا تافه,1,,,,
مين انت يا داشر حتى تاخذ رأيك,1,,,,
مين انت يا متصهين يا رخيص,1,,,,
مين انت يا هباش  عزه مش  عايزه تبرم  على الفاضي,0,,,,
مين انت ياددكتور فصوص حتا قاعد تقيم نعمة الله هي نعمه ولازم الواحد يشكر ربو على كلشي,1,,,,
"مين انت، شو يعني بحرين ... بركتين سباحة يعني",1,,,,
مين انتا بشو فدت الوطن عشان يوخذو رايك,0,,,,
مين انتو عشان تحكي هذا الحكي أخص وجه واحد مشم,0,,,,
مين انتي,0,,,,
"مين انتي شخصيا يعني  
التواضع اهم صفه لنجاح",0,,,,
"مين أخذ الارنب من تحت الطاوله 
هاي مش عمله عشان الفرشاي كانت مع المعلقه 
ليش هو  اخد الشبس ضو السياره مرق الكلب من باب التخت",0,,,,
مين أخذ رئيك حتى تتكلم,0,,,,
مين بازق في وجهك,1,,,,
مين بحكي؟؟؟؟!!!,0,,,,
مين بعرفهم يحكيلي بس حاسهم اتفه من بعض,1,,,,
مين بعصه هذا تا يظرط,1,,,,
"مين بيصدق انه هال ""دا سوس"" والده في يون من الايام وقف العالم على رجل واحدة...وبقرار واحد..",1,,,,
مين حضرتك ؟؟!! اول مرة بشوفك وبسمع باسمك ... ف لو سمحت تتدخلش باشي ملكش فيه,0,,,,
مين حضرتو الهباش,0,,,,
"مين حط بثمو شيكل أنت تحكيش خليك مستمع فقط
وبعدين مين ميخذ رئيك ياخي بحبش اشوفك",1,,,,
مين حط شيكل,0,,,,
"مين حط فيك شيكل انت حتى اشتغل صوتك  
عيرنا بسكوتك احسن انت و امثالك",1,,,,
"مين حطك انت تحكي بسم الشعب على اساس انت منتخب من قبل الشعب 
اذا لم تستحي فصنع ما شئت",0,,,,
مين حفظك هذه الكلمات لانها كبيره عليك اراهنك اذا بتقولها مره تانيه وانت صاحي,1,,,,
مين خبط ع ذيل الكلب حتى عوا,1,,,,
مين خلا يحكي ضبوووو نعلك الله,1,,,,
مين دا,0,,,,
مين دا؟,0,,,,
مين داس ع ذنبك يا ملك الحمامات,1,,,,
مين دعس على ذنبه,1,,,,
مين دعس على ذيله,1,,,,
مين ده,0,,,,
مين ربط الحم--ار وفلتك؟؟؟؟,1,,,,
مين سألك,0,,,,
مين سمحلك تضيع وقتنا بمواضيعك اللامفهومة على السناب؟,1,,,,
مين شايفه هاد جوز العاهره,1,,,,
مين شخ على النت,1,,,,
مين شغلو هااااظ,0,,,,
مين شوال الخره هذا؟,1,,,,
مين شيفك يا خنزير يا جوز الشرموطه,1,,,,
مين صحا هاظ؟ روح ارجع نام,0,,,,
مين صحاه من النوم,0,,,,
مين صحاه من النوم هاد,0,,,,
مين ضغط على زنبو,1,,,,
مين طالب رأيه خليه اخرس احسله,1,,,,
مين طفى الضو هههههههههههه,0,,,,
مين طلب منك تحكي,0,,,,
مين طلب منه يحكي خليه ساكت,0,,,,
مين عدول. شكلهم من جمهورية الدومينيكان,0,,,,
